User	X	Y	MouseTimeStamp	MouseDownTimeStamp	MouseUpTimeStamp	SessionID
user22	1087	89	1272969104504	0	0	2de98ab9e925d0dbf2661a761a28
user22	1037	121	1272969104536	0	0	2de98ab9e925d0dbf2661a761a28
user22	1027	127	1272969104543	0	0	2de98ab9e925d0dbf2661a761a28
user22	1017	135	1272969104549	0	0	2de98ab9e925d0dbf2661a761a28
user22	1005	143	1272969104557	0	0	2de98ab9e925d0dbf2661a761a28
user22	979	163	1272969104565	0	0	2de98ab9e925d0dbf2661a761a28
user22	953	186	1272969104581	0	0	2de98ab9e925d0dbf2661a761a28
user22	943	195	1272969104589	0	0	2de98ab9e925d0dbf2661a761a28
user22	935	202	1272969104597	0	0	2de98ab9e925d0dbf2661a761a28
user22	926	208	1272969104606	0	0	2de98ab9e925d0dbf2661a761a28
user22	920	215	1272969104613	0	0	2de98ab9e925d0dbf2661a761a28
user22	918	217	1272969104622	0	0	2de98ab9e925d0dbf2661a761a28
user22	914	220	1272969104629	0	0	2de98ab9e925d0dbf2661a761a28
user22	905	228	1272969104637	0	0	2de98ab9e925d0dbf2661a761a28
user22	903	229	1272969104646	0	0	2de98ab9e925d0dbf2661a761a28
user22	902	230	1272969104654	0	0	2de98ab9e925d0dbf2661a761a28
user22	901	231	1272969104661	0	0	2de98ab9e925d0dbf2661a761a28
user22	900	232	1272969104670	0	0	2de98ab9e925d0dbf2661a761a28
user22	899	233	1272969104677	0	0	2de98ab9e925d0dbf2661a761a28
user22	897	235	1272969104686	0	0	2de98ab9e925d0dbf2661a761a28
user22	896	237	1272969104693	0	0	2de98ab9e925d0dbf2661a761a28
user22	894	238	1272969104703	0	0	2de98ab9e925d0dbf2661a761a28
user22	891	241	1272969104710	0	0	2de98ab9e925d0dbf2661a761a28
user22	889	242	1272969104718	0	0	2de98ab9e925d0dbf2661a761a28
user22	888	242	1272969104734	0	0	2de98ab9e925d0dbf2661a761a28
user22	886	243	1272969104750	0	0	2de98ab9e925d0dbf2661a761a28
user22	885	243	1272969104773	0	0	2de98ab9e925d0dbf2661a761a28
user22	884	243	1272969104781	0	0	2de98ab9e925d0dbf2661a761a28
user22	884	241	1272969104805	0	0	2de98ab9e925d0dbf2661a761a28
user22	885	240	1272969104821	0	0	2de98ab9e925d0dbf2661a761a28
user22	886	239	1272969104837	0	0	2de98ab9e925d0dbf2661a761a28
user22	886	239	1272969104955	0	0	2de98ab9e925d0dbf2661a761a28
user22	887	240	1272969105070	0	0	2de98ab9e925d0dbf2661a761a28
user22	890	241	1272969105072	0	0	2de98ab9e925d0dbf2661a761a28
user22	891	242	1272969105077	0	0	2de98ab9e925d0dbf2661a761a28
