User	X	Y	MouseTimeStamp	MouseDownTimeStamp	MouseUpTimeStamp	SessionID
user5	886	81	1271972192077	0	0	773538b1a410b53dab394769a791
user5	885	81	1271972192139	0	0	773538b1a410b53dab394769a791
user5	884	81	1271972192208	0	0	773538b1a410b53dab394769a791
user5	883	81	1271972192416	0	0	773538b1a410b53dab394769a791
user5	882	81	1271972192585	0	0	773538b1a410b53dab394769a791
user5	881	81	1271972192608	0	0	773538b1a410b53dab394769a791
user5	881	82	1271972192624	0	0	773538b1a410b53dab394769a791
user5	879	82	1271972192624	0	0	773538b1a410b53dab394769a791
user5	878	84	1271972192634	0	0	773538b1a410b53dab394769a791
user5	875	85	1271972192639	0	0	773538b1a410b53dab394769a791
user5	870	89	1271972192649	0	0	773538b1a410b53dab394769a791
user5	864	97	1271972192671	0	0	773538b1a410b53dab394769a791
user5	855	104	1271972192671	0	0	773538b1a410b53dab394769a791
user5	844	118	1271972192686	0	0	773538b1a410b53dab394769a791
user5	827	138	1271972192702	0	0	773538b1a410b53dab394769a791
user5	806	166	1271972192702	0	0	773538b1a410b53dab394769a791
user5	783	196	1271972192711	0	0	773538b1a410b53dab394769a791
user5	762	226	1271972192721	0	0	773538b1a410b53dab394769a791
user5	742	258	1271972192733	0	0	773538b1a410b53dab394769a791
user5	732	288	1271972192749	0	0	773538b1a410b53dab394769a791
user5	729	319	1271972192759	0	0	773538b1a410b53dab394769a791
user5	727	347	1271972192764	0	0	773538b1a410b53dab394769a791
user5	727	369	1271972192780	0	0	773538b1a410b53dab394769a791
user5	729	387	1271972192780	0	0	773538b1a410b53dab394769a791
user5	730	398	1271972192796	0	0	773538b1a410b53dab394769a791
user5	733	406	1271972192808	0	0	773538b1a410b53dab394769a791
user5	735	412	1271972192815	0	0	773538b1a410b53dab394769a791
user5	738	417	1271972192825	0	0	773538b1a410b53dab394769a791
user5	740	420	1271972192835	0	0	773538b1a410b53dab394769a791
user5	741	423	1271972192845	0	0	773538b1a410b53dab394769a791
user5	742	425	1271972192856	0	0	773538b1a410b53dab394769a791
user5	743	428	1271972192865	0	0	773538b1a410b53dab394769a791
user5	744	429	1271972192875	0	0	773538b1a410b53dab394769a791
user5	745	431	1271972192885	0	0	773538b1a410b53dab394769a791
user5	746	433	1271972192897	0	0	773538b1a410b53dab394769a791
user5	746	436	1271972192905	0	0	773538b1a410b53dab394769a791
user5	746	437	1271972192915	0	0	773538b1a410b53dab394769a791
user5	747	439	1271972192924	0	0	773538b1a410b53dab394769a791
user5	748	441	1271972192934	0	0	773538b1a410b53dab394769a791
user5	748	442	1271972192954	0	0	773538b1a410b53dab394769a791
user5	749	441	1271972192984	0	0	773538b1a410b53dab394769a791
user5	750	440	1271972192994	0	0	773538b1a410b53dab394769a791
user5	751	439	1271972193004	0	0	773538b1a410b53dab394769a791
user5	752	437	1271972193014	0	0	773538b1a410b53dab394769a791
user5	754	434	1271972193024	0	0	773538b1a410b53dab394769a791
user5	754	431	1271972193034	0	0	773538b1a410b53dab394769a791
user5	756	428	1271972193044	0	0	773538b1a410b53dab394769a791
user5	758	424	1271972193053	0	0	773538b1a410b53dab394769a791
user5	761	418	1271972193063	0	0	773538b1a410b53dab394769a791
user5	763	412	1271972193081	0	0	773538b1a410b53dab394769a791
user5	764	406	1271972193083	0	0	773538b1a410b53dab394769a791
user5	764	401	1271972193093	0	0	773538b1a410b53dab394769a791
user5	764	395	1271972193108	0	0	773538b1a410b53dab394769a791
user5	764	391	1271972193108	0	0	773538b1a410b53dab394769a791
user5	763	388	1271972193124	0	0	773538b1a410b53dab394769a791
user5	761	385	1271972193139	0	0	773538b1a410b53dab394769a791
user5	760	383	1271972193149	0	0	773538b1a410b53dab394769a791
user5	757	379	1271972193155	0	0	773538b1a410b53dab394769a791
user5	754	377	1271972193165	0	0	773538b1a410b53dab394769a791
user5	749	374	1271972193171	0	0	773538b1a410b53dab394769a791
user5	744	372	1271972193186	0	0	773538b1a410b53dab394769a791
user5	737	370	1271972193186	0	0	773538b1a410b53dab394769a791
user5	726	367	1271972193195	0	0	773538b1a410b53dab394769a791
user5	713	366	1271972193205	0	0	773538b1a410b53dab394769a791
user5	692	363	1271972193218	0	0	773538b1a410b53dab394769a791
user5	662	361	1271972193233	0	0	773538b1a410b53dab394769a791
user5	623	360	1271972193249	0	0	773538b1a410b53dab394769a791
user5	588	358	1271972193258	0	0	773538b1a410b53dab394769a791
user5	549	356	1271972193268	0	0	773538b1a410b53dab394769a791
user5	511	356	1271972193278	0	0	773538b1a410b53dab394769a791
user5	394	388	1271972193311	0	0	773538b1a410b53dab394769a791
user5	368	403	1271972193319	0	0	773538b1a410b53dab394769a791
user5	343	419	1271972193327	0	0	773538b1a410b53dab394769a791
user5	316	436	1271972193343	0	0	773538b1a410b53dab394769a791
user5	296	453	1271972193358	0	0	773538b1a410b53dab394769a791
user5	276	470	1271972193358	0	0	773538b1a410b53dab394769a791
user5	265	483	1271972193368	0	0	773538b1a410b53dab394769a791
user5	256	494	1271972193378	0	0	773538b1a410b53dab394769a791
user5	250	505	1271972193387	0	0	773538b1a410b53dab394769a791
