User	X	Y	MouseTimeStamp	MouseDownTimeStamp	MouseUpTimeStamp	SessionID
user22	611	286	1273105768206	0	0	b04873d70c7b203ee1e3ce73db12
user22	678	277	1273105768243	0	0	b04873d70c7b203ee1e3ce73db12
user22	712	271	1273105768261	0	0	b04873d70c7b203ee1e3ce73db12
user22	721	269	1273105768267	0	0	b04873d70c7b203ee1e3ce73db12
user22	728	269	1273105768275	0	0	b04873d70c7b203ee1e3ce73db12
user22	732	267	1273105768283	0	0	b04873d70c7b203ee1e3ce73db12
user22	734	266	1273105768291	0	0	b04873d70c7b203ee1e3ce73db12
user22	735	266	1273105768299	0	0	b04873d70c7b203ee1e3ce73db12
user22	736	265	1273105768307	0	0	b04873d70c7b203ee1e3ce73db12
user22	737	265	1273105768315	0	0	b04873d70c7b203ee1e3ce73db12
user22	737	266	1273105768595	0	0	b04873d70c7b203ee1e3ce73db12
user22	737	268	1273105768602	0	0	b04873d70c7b203ee1e3ce73db12
user22	737	269	1273105768610	0	0	b04873d70c7b203ee1e3ce73db12
user22	739	271	1273105768619	0	0	b04873d70c7b203ee1e3ce73db12
user22	740	272	1273105768627	0	0	b04873d70c7b203ee1e3ce73db12
user22	743	274	1273105768635	0	0	b04873d70c7b203ee1e3ce73db12
user22	746	275	1273105768643	0	0	b04873d70c7b203ee1e3ce73db12
user22	750	276	1273105768650	0	0	b04873d70c7b203ee1e3ce73db12
user22	754	277	1273105768659	0	0	b04873d70c7b203ee1e3ce73db12
user22	763	277	1273105768667	0	0	b04873d70c7b203ee1e3ce73db12
user22	774	277	1273105768675	0	0	b04873d70c7b203ee1e3ce73db12
user22	788	279	1273105768683	0	0	b04873d70c7b203ee1e3ce73db12
user22	802	279	1273105768691	0	0	b04873d70c7b203ee1e3ce73db12
user22	817	279	1273105768699	0	0	b04873d70c7b203ee1e3ce73db12
user22	829	279	1273105768707	0	0	b04873d70c7b203ee1e3ce73db12
user22	840	279	1273105768715	0	0	b04873d70c7b203ee1e3ce73db12
user22	850	279	1273105768723	0	0	b04873d70c7b203ee1e3ce73db12
user22	856	279	1273105768731	0	0	b04873d70c7b203ee1e3ce73db12
user22	861	277	1273105768739	0	0	b04873d70c7b203ee1e3ce73db12
user22	864	276	1273105768747	0	0	b04873d70c7b203ee1e3ce73db12
user22	865	275	1273105768755	0	0	b04873d70c7b203ee1e3ce73db12
user22	866	274	1273105768771	0	0	b04873d70c7b203ee1e3ce73db12
