User	X	Y	MouseTimeStamp	MouseDownTimeStamp	MouseUpTimeStamp	SessionID
user7	675	345	1271886562508	0	0	258c0d26ccd0f08332cf737d8f7f
user7	673	345	1271886563310	0	0	258c0d26ccd0f08332cf737d8f7f
user7	664	340	1271886563320	0	0	258c0d26ccd0f08332cf737d8f7f
user7	649	328	1271886563334	0	0	258c0d26ccd0f08332cf737d8f7f
user7	623	308	1271886563346	0	0	258c0d26ccd0f08332cf737d8f7f
user7	596	277	1271886563355	0	0	258c0d26ccd0f08332cf737d8f7f
user7	564	228	1271886563366	0	0	258c0d26ccd0f08332cf737d8f7f
user7	535	178	1271886563377	0	0	258c0d26ccd0f08332cf737d8f7f
user7	513	128	1271886563388	0	0	258c0d26ccd0f08332cf737d8f7f
user7	499	92	1271886563395	0	0	258c0d26ccd0f08332cf737d8f7f
user7	485	61	1271886563405	0	0	258c0d26ccd0f08332cf737d8f7f
user7	483	54	1271886563415	0	0	258c0d26ccd0f08332cf737d8f7f
user7	482	53	1271886563647	0	0	258c0d26ccd0f08332cf737d8f7f
user7	480	52	1271886563660	0	0	258c0d26ccd0f08332cf737d8f7f
user7	475	50	1271886563674	0	0	258c0d26ccd0f08332cf737d8f7f
user7	468	45	1271886563683	0	0	258c0d26ccd0f08332cf737d8f7f
user7	458	34	1271886563693	0	0	258c0d26ccd0f08332cf737d8f7f
user7	446	19	1271886563703	0	0	258c0d26ccd0f08332cf737d8f7f
user7	659	714	1271887933707	0	0	258c0d26ccd0f08332cf737d8f7f
user7	640	672	1271887933719	0	0	258c0d26ccd0f08332cf737d8f7f
user7	621	604	1271887933731	0	0	258c0d26ccd0f08332cf737d8f7f
user7	608	532	1271887933743	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	453	1271887933752	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	388	1271887933764	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	321	1271887933777	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	317	1271887933790	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	316	1271887933800	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	315	1271887934094	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	311	1271887934104	0	0	258c0d26ccd0f08332cf737d8f7f
user7	602	304	1271887934114	0	0	258c0d26ccd0f08332cf737d8f7f
user7	609	295	1271887934125	0	0	258c0d26ccd0f08332cf737d8f7f
user7	622	282	1271887934138	0	0	258c0d26ccd0f08332cf737d8f7f
user7	641	266	1271887934149	0	0	258c0d26ccd0f08332cf737d8f7f
user7	672	253	1271887934162	0	0	258c0d26ccd0f08332cf737d8f7f
user7	712	243	1271887934175	0	0	258c0d26ccd0f08332cf737d8f7f
user7	765	236	1271887934188	0	0	258c0d26ccd0f08332cf737d8f7f
user7	828	234	1271887934201	0	0	258c0d26ccd0f08332cf737d8f7f
user7	920	234	1271887934210	0	0	258c0d26ccd0f08332cf737d8f7f
user7	968	234	1271887934220	0	0	258c0d26ccd0f08332cf737d8f7f
user7	999	232	1271887934231	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1000	232	1271887934442	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1003	232	1271887934452	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1007	232	1271887934465	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1014	231	1271887934475	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1024	228	1271887934489	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1035	223	1271887934499	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1051	217	1271887934512	0	0	258c0d26ccd0f08332cf737d8f7f
user7	1064	209	1271887934525	0	0	258c0d26ccd0f08332cf737d8f7f
